Source;Target;Type;Weight
171;479;Undirected;1
594;147;Undirected;1
594;479;Undirected;1
147;479;Undirected;1
352;76;Undirected;1
352;365;Undirected;1
76;365;Undirected;1
283;579;Undirected;1
283;511;Undirected;1
283;479;Undirected;1
579;511;Undirected;1
579;479;Undirected;1
511;479;Undirected;1
283;579;Undirected;1
283;511;Undirected;1
283;479;Undirected;1
579;511;Undirected;1
579;479;Undirected;1
511;479;Undirected;1
79;365;Undirected;1
101;579;Undirected;1
101;693;Undirected;1
101;479;Undirected;1
579;693;Undirected;1
579;479;Undirected;1
693;479;Undirected;1
25;511;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
693;365;Undirected;1
48;365;Undirected;1
72;686;Undirected;1
72;705;Undirected;1
686;705;Undirected;1
641;693;Undirected;1
641;365;Undirected;1
693;365;Undirected;1
641;693;Undirected;1
641;365;Undirected;1
693;365;Undirected;1
518;693;Undirected;1
240;437;Undirected;1
237;693;Undirected;1
219;101;Undirected;1
107;101;Undirected;1
107;12;Undirected;1
101;12;Undirected;1
107;219;Undirected;1
107;641;Undirected;1
107;693;Undirected;1
107;479;Undirected;1
219;641;Undirected;1
219;693;Undirected;1
219;479;Undirected;1
641;693;Undirected;1
641;479;Undirected;1
693;479;Undirected;1
107;12;Undirected;1
496;484;Undirected;1
496;641;Undirected;1
496;693;Undirected;1
496;12;Undirected;1
484;641;Undirected;1
484;693;Undirected;1
484;12;Undirected;1
641;693;Undirected;1
641;12;Undirected;1
693;12;Undirected;1
693;479;Undirected;1
407;538;Undirected;1
407;309;Undirected;1
407;193;Undirected;1
407;38;Undirected;1
538;309;Undirected;1
538;193;Undirected;1
538;38;Undirected;1
309;193;Undirected;1
309;38;Undirected;1
193;38;Undirected;1
407;309;Undirected;1
407;193;Undirected;1
407;38;Undirected;1
309;193;Undirected;1
309;38;Undirected;1
193;38;Undirected;1
538;38;Undirected;1
666;263;Undirected;1
666;357;Undirected;1
666;338;Undirected;1
666;112;Undirected;1
263;357;Undirected;1
263;338;Undirected;1
263;112;Undirected;1
357;338;Undirected;1
357;112;Undirected;1
338;112;Undirected;1
666;263;Undirected;1
666;357;Undirected;1
666;338;Undirected;1
666;112;Undirected;1
263;357;Undirected;1
263;338;Undirected;1
263;112;Undirected;1
357;338;Undirected;1
357;112;Undirected;1
338;112;Undirected;1
81;31;Undirected;1
81;309;Undirected;1
31;309;Undirected;1
81;31;Undirected;1
81;479;Undirected;1
31;479;Undirected;1
673;12;Undirected;1
407;538;Undirected;1
407;193;Undirected;1
407;38;Undirected;1
538;193;Undirected;1
538;38;Undirected;1
193;38;Undirected;1
81;31;Undirected;1
81;309;Undirected;1
81;38;Undirected;1
31;309;Undirected;1
31;38;Undirected;1
309;38;Undirected;1
81;31;Undirected;1
81;309;Undirected;1
81;38;Undirected;1
81;479;Undirected;1
31;309;Undirected;1
31;38;Undirected;1
31;479;Undirected;1
309;38;Undirected;1
309;479;Undirected;1
38;479;Undirected;1
81;31;Undirected;1
81;38;Undirected;1
81;479;Undirected;1
31;38;Undirected;1
31;479;Undirected;1
38;479;Undirected;1
115;511;Undirected;1
115;366;Undirected;1
511;366;Undirected;1
648;365;Undirected;1
693;479;Undirected;1
269;415;Undirected;1
269;365;Undirected;1
415;365;Undirected;1
269;415;Undirected;1
269;365;Undirected;1
415;365;Undirected;1
288;479;Undirected;1
288;365;Undirected;1
288;511;Undirected;1
505;149;Undirected;1
505;693;Undirected;1
505;479;Undirected;1
693;479;Undirected;1
378;365;Undirected;1
506;273;Undirected;1
506;479;Undirected;1
273;479;Undirected;1
506;273;Undirected;1
506;479;Undirected;1
273;479;Undirected;1
174;479;Undirected;1
174;365;Undirected;1
179;518;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
693;365;Undirected;1
212;378;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
378;693;Undirected;1
378;365;Undirected;1
693;365;Undirected;1
212;378;Undirected;1
212;693;Undirected;1
378;693;Undirected;1
628;179;Undirected;1
179;518;Undirected;1
179;479;Undirected;1
518;479;Undirected;1
179;518;Undirected;1
179;479;Undirected;1
518;479;Undirected;1
179;693;Undirected;1
179;479;Undirected;1
179;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
179;518;Undirected;1
179;693;Undirected;1
179;479;Undirected;1
179;365;Undirected;1
518;693;Undirected;1
518;479;Undirected;1
518;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
179;693;Undirected;1
179;479;Undirected;1
179;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
179;518;Undirected;1
179;693;Undirected;1
179;479;Undirected;1
179;365;Undirected;1
518;693;Undirected;1
518;479;Undirected;1
518;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
179;518;Undirected;1
179;693;Undirected;1
179;479;Undirected;1
179;365;Undirected;1
518;693;Undirected;1
518;479;Undirected;1
518;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
179;518;Undirected;1
179;693;Undirected;1
179;365;Undirected;1
518;693;Undirected;1
518;365;Undirected;1
693;365;Undirected;1
179;518;Undirected;1
179;693;Undirected;1
179;365;Undirected;1
518;693;Undirected;1
518;365;Undirected;1
693;365;Undirected;1
39;479;Undirected;1
518;39;Undirected;1
518;365;Undirected;1
39;365;Undirected;1
479;365;Undirected;1
185;133;Undirected;1
133;479;Undirected;1
389;166;Undirected;1
389;185;Undirected;1
389;133;Undirected;1
389;365;Undirected;1
185;133;Undirected;1
185;365;Undirected;1
133;365;Undirected;1
389;365;Undirected;1
613;300;Undirected;1
613;439;Undirected;1
613;511;Undirected;1
613;366;Undirected;1
300;439;Undirected;1
300;511;Undirected;1
300;366;Undirected;1
439;511;Undirected;1
439;366;Undirected;1
511;366;Undirected;1
367;479;Undirected;1
437;479;Undirected;1
101;415;Undirected;1
101;365;Undirected;1
415;365;Undirected;1
101;415;Undirected;1
101;365;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
48;365;Undirected;1
451;479;Undirected;1
566;226;Undirected;1
36;10;Undirected;1
36;447;Undirected;1
36;365;Undirected;1
10;447;Undirected;1
10;365;Undirected;1
447;365;Undirected;1
36;10;Undirected;1
36;447;Undirected;1
36;365;Undirected;1
10;447;Undirected;1
10;365;Undirected;1
447;365;Undirected;1
625;479;Undirected;1
324;479;Undirected;1
415;479;Undirected;1
37;693;Undirected;1
324;479;Undirected;1
524;479;Undirected;1
296;415;Undirected;1
296;365;Undirected;1
415;365;Undirected;1
296;415;Undirected;1
296;365;Undirected;1
415;365;Undirected;1
414;85;Undirected;1
335;365;Undirected;1
15;479;Undirected;1
78;583;Undirected;1
78;518;Undirected;1
524;106;Undirected;1
377;693;Undirected;1
377;365;Undirected;1
693;365;Undirected;1
357;47;Undirected;1
217;559;Undirected;1
217;365;Undirected;1
559;365;Undirected;1
664;671;Undirected;1
664;511;Undirected;1
671;511;Undirected;1
162;479;Undirected;1
162;518;Undirected;1
500;518;Undirected;1
500;693;Undirected;1
500;479;Undirected;1
518;693;Undirected;1
518;479;Undirected;1
693;479;Undirected;1
500;693;Undirected;1
500;479;Undirected;1
693;479;Undirected;1
500;518;Undirected;1
500;693;Undirected;1
518;693;Undirected;1
525;104;Undirected;1
525;479;Undirected;1
624;437;Undirected;1
624;671;Undirected;1
624;511;Undirected;1
624;39;Undirected;1
437;671;Undirected;1
437;511;Undirected;1
437;39;Undirected;1
671;511;Undirected;1
671;39;Undirected;1
511;39;Undirected;1
624;437;Undirected;1
624;671;Undirected;1
624;511;Undirected;1
624;39;Undirected;1
437;671;Undirected;1
437;511;Undirected;1
437;39;Undirected;1
671;511;Undirected;1
671;39;Undirected;1
511;39;Undirected;1
664;417;Undirected;1
664;261;Undirected;1
664;518;Undirected;1
417;261;Undirected;1
417;518;Undirected;1
261;518;Undirected;1
479;365;Undirected;1
479;365;Undirected;1
15;130;Undirected;1
130;415;Undirected;1
130;479;Undirected;1
415;479;Undirected;1
130;365;Undirected;1
671;479;Undirected;1
671;479;Undirected;1
589;35;Undirected;1
589;108;Undirected;1
589;411;Undirected;1
589;600;Undirected;1
589;479;Undirected;1
35;108;Undirected;1
35;411;Undirected;1
35;600;Undirected;1
35;479;Undirected;1
108;411;Undirected;1
108;600;Undirected;1
108;479;Undirected;1
411;600;Undirected;1
411;479;Undirected;1
600;479;Undirected;1
437;479;Undirected;1
179;479;Undirected;1
671;511;Undirected;1
671;593;Undirected;1
511;593;Undirected;1
624;437;Undirected;1
624;671;Undirected;1
624;511;Undirected;1
624;39;Undirected;1
437;671;Undirected;1
437;511;Undirected;1
437;39;Undirected;1
671;511;Undirected;1
671;39;Undirected;1
511;39;Undirected;1
39;365;Undirected;1
39;479;Undirected;1
559;479;Undirected;1
559;365;Undirected;1
479;365;Undirected;1
559;479;Undirected;1
559;365;Undirected;1
479;365;Undirected;1
559;511;Undirected;1
559;479;Undirected;1
511;479;Undirected;1
48;365;Undirected;1
624;479;Undirected;1
624;365;Undirected;1
479;365;Undirected;1
624;479;Undirected;1
624;365;Undirected;1
479;365;Undirected;1
42;15;Undirected;1
42;130;Undirected;1
15;130;Undirected;1
42;15;Undirected;1
42;130;Undirected;1
15;130;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
434;479;Undirected;1
39;366;Undirected;1
59;288;Undirected;1
59;132;Undirected;1
59;76;Undirected;1
59;365;Undirected;1
288;132;Undirected;1
288;76;Undirected;1
288;365;Undirected;1
132;76;Undirected;1
132;365;Undirected;1
76;365;Undirected;1
294;518;Undirected;1
294;518;Undirected;1
294;14;Undirected;1
294;157;Undirected;1
294;537;Undirected;1
294;518;Undirected;1
14;157;Undirected;1
14;537;Undirected;1
14;518;Undirected;1
157;537;Undirected;1
157;518;Undirected;1
537;518;Undirected;1
325;479;Undirected;1
325;106;Undirected;1
325;518;Undirected;1
294;518;Undirected;1
479;365;Undirected;1
150;365;Undirected;1
452;264;Undirected;1
452;130;Undirected;1
264;130;Undirected;1
39;479;Undirected;1
671;479;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
693;365;Undirected;1
212;693;Undirected;1
212;479;Undirected;1
212;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
212;479;Undirected;1
212;365;Undirected;1
479;365;Undirected;1
212;524;Undirected;1
624;365;Undirected;1
624;370;Undirected;1
624;722;Undirected;1
624;365;Undirected;1
370;722;Undirected;1
370;365;Undirected;1
722;365;Undirected;1
624;370;Undirected;1
624;722;Undirected;1
624;365;Undirected;1
370;722;Undirected;1
370;365;Undirected;1
722;365;Undirected;1
15;365;Undirected;1
557;479;Undirected;1
557;479;Undirected;1
437;310;Undirected;1
437;479;Undirected;1
310;479;Undirected;1
437;310;Undirected;1
437;479;Undirected;1
310;479;Undirected;1
641;693;Undirected;1
641;479;Undirected;1
641;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
641;693;Undirected;1
641;479;Undirected;1
641;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
641;693;Undirected;1
641;479;Undirected;1
641;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
179;365;Undirected;1
518;415;Undirected;1
518;365;Undirected;1
415;365;Undirected;1
511;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
196;365;Undirected;1
479;365;Undirected;1
365;366;Undirected;1
511;231;Undirected;1
179;365;Undirected;1
581;365;Undirected;1
48;365;Undirected;1
518;545;Undirected;1
511;231;Undirected;1
511;231;Undirected;1
511;365;Undirected;1
231;365;Undirected;1
511;545;Undirected;1
511;365;Undirected;1
545;365;Undirected;1
599;365;Undirected;1
328;511;Undirected;1
328;231;Undirected;1
328;479;Undirected;1
511;231;Undirected;1
511;479;Undirected;1
231;479;Undirected;1
713;328;Undirected;1
713;681;Undirected;1
713;698;Undirected;1
713;365;Undirected;1
328;681;Undirected;1
328;698;Undirected;1
328;365;Undirected;1
681;698;Undirected;1
681;365;Undirected;1
698;365;Undirected;1
713;328;Undirected;1
713;681;Undirected;1
713;698;Undirected;1
713;365;Undirected;1
328;681;Undirected;1
328;698;Undirected;1
328;365;Undirected;1
681;698;Undirected;1
681;365;Undirected;1
698;365;Undirected;1
76;415;Undirected;1
76;511;Undirected;1
76;231;Undirected;1
76;479;Undirected;1
76;365;Undirected;1
415;511;Undirected;1
415;231;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
511;231;Undirected;1
511;479;Undirected;1
511;365;Undirected;1
231;479;Undirected;1
231;365;Undirected;1
479;365;Undirected;1
76;415;Undirected;1
76;511;Undirected;1
76;231;Undirected;1
76;479;Undirected;1
76;365;Undirected;1
415;511;Undirected;1
415;231;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
511;231;Undirected;1
511;479;Undirected;1
511;365;Undirected;1
231;479;Undirected;1
231;365;Undirected;1
479;365;Undirected;1
518;479;Undirected;1
518;365;Undirected;1
479;365;Undirected;1
12;698;Undirected;1
12;511;Undirected;1
12;231;Undirected;1
698;511;Undirected;1
698;231;Undirected;1
511;231;Undirected;1
518;599;Undirected;1
518;365;Undirected;1
599;365;Undirected;1
518;599;Undirected;1
518;365;Undirected;1
599;365;Undirected;1
599;479;Undirected;1
500;479;Undirected;1
415;231;Undirected;1
415;511;Undirected;1
415;231;Undirected;1
415;479;Undirected;1
511;231;Undirected;1
511;479;Undirected;1
231;479;Undirected;1
415;511;Undirected;1
415;231;Undirected;1
511;231;Undirected;1
511;231;Undirected;1
511;479;Undirected;1
231;479;Undirected;1
132;231;Undirected;1
212;621;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
693;365;Undirected;1
2;76;Undirected;1
2;365;Undirected;1
212;479;Undirected;1
212;365;Undirected;1
479;365;Undirected;1
212;479;Undirected;1
212;365;Undirected;1
479;365;Undirected;1
212;365;Undirected;1
226;639;Undirected;1
226;231;Undirected;1
226;479;Undirected;1
639;231;Undirected;1
639;479;Undirected;1
231;479;Undirected;1
145;541;Undirected;1
145;518;Undirected;1
541;518;Undirected;1
261;415;Undirected;1
261;479;Undirected;1
261;365;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
226;365;Undirected;1
226;415;Undirected;1
226;231;Undirected;1
226;479;Undirected;1
415;231;Undirected;1
415;479;Undirected;1
231;479;Undirected;1
212;535;Undirected;1
212;410;Undirected;1
212;621;Undirected;1
535;410;Undirected;1
535;621;Undirected;1
410;621;Undirected;1
212;621;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
693;365;Undirected;1
311;479;Undirected;1
311;365;Undirected;1
479;365;Undirected;1
311;48;Undirected;1
311;518;Undirected;1
175;479;Undirected;1
175;365;Undirected;1
479;365;Undirected;1
637;365;Undirected;1
164;479;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
693;365;Undirected;1
308;693;Undirected;1
568;365;Undirected;1
557;225;Undirected;1
557;660;Undirected;1
557;47;Undirected;1
557;722;Undirected;1
557;518;Undirected;1
557;150;Undirected;1
225;660;Undirected;1
225;47;Undirected;1
225;722;Undirected;1
225;518;Undirected;1
225;150;Undirected;1
660;47;Undirected;1
660;722;Undirected;1
660;518;Undirected;1
660;150;Undirected;1
47;722;Undirected;1
47;518;Undirected;1
47;150;Undirected;1
722;518;Undirected;1
722;150;Undirected;1
518;150;Undirected;1
693;511;Undirected;1
693;365;Undirected;1
511;365;Undirected;1
511;479;Undirected;1
511;366;Undirected;1
479;366;Undirected;1
231;479;Undirected;1
479;365;Undirected;1
511;231;Undirected;1
693;479;Undirected;1
101;693;Undirected;1
228;479;Undirected;1
228;365;Undirected;1
479;365;Undirected;1
228;479;Undirected;1
228;365;Undirected;1
479;365;Undirected;1
239;415;Undirected;1
239;365;Undirected;1
415;365;Undirected;1
568;239;Undirected;1
568;71;Undirected;1
239;71;Undirected;1
239;179;Undirected;1
630;659;Undirected;1
630;419;Undirected;1
630;693;Undirected;1
659;419;Undirected;1
659;693;Undirected;1
419;693;Undirected;1
693;365;Undirected;1
422;266;Undirected;1
422;693;Undirected;1
422;415;Undirected;1
422;479;Undirected;1
422;365;Undirected;1
266;693;Undirected;1
266;415;Undirected;1
266;479;Undirected;1
266;365;Undirected;1
693;415;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
266;693;Undirected;1
266;415;Undirected;1
266;479;Undirected;1
266;365;Undirected;1
693;415;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
422;693;Undirected;1
422;479;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
566;479;Undirected;1
595;599;Undirected;1
595;365;Undirected;1
599;365;Undirected;1
595;599;Undirected;1
595;365;Undirected;1
599;365;Undirected;1
294;206;Undirected;1
294;347;Undirected;1
294;474;Undirected;1
294;139;Undirected;1
206;347;Undirected;1
206;474;Undirected;1
206;139;Undirected;1
347;474;Undirected;1
347;139;Undirected;1
474;139;Undirected;1
693;479;Undirected;1
201;415;Undirected;1
201;365;Undirected;1
415;365;Undirected;1
203;569;Undirected;1
203;267;Undirected;1
203;376;Undirected;1
203;644;Undirected;1
203;332;Undirected;1
203;430;Undirected;1
203;563;Undirected;1
203;587;Undirected;1
203;195;Undirected;1
569;267;Undirected;1
569;376;Undirected;1
569;644;Undirected;1
569;332;Undirected;1
569;430;Undirected;1
569;563;Undirected;1
569;587;Undirected;1
569;195;Undirected;1
267;376;Undirected;1
267;644;Undirected;1
267;332;Undirected;1
267;430;Undirected;1
267;563;Undirected;1
267;587;Undirected;1
267;195;Undirected;1
376;644;Undirected;1
376;332;Undirected;1
376;430;Undirected;1
376;563;Undirected;1
376;587;Undirected;1
376;195;Undirected;1
644;332;Undirected;1
644;430;Undirected;1
644;563;Undirected;1
644;587;Undirected;1
644;195;Undirected;1
332;430;Undirected;1
332;563;Undirected;1
332;587;Undirected;1
332;195;Undirected;1
430;563;Undirected;1
430;587;Undirected;1
430;195;Undirected;1
563;587;Undirected;1
563;195;Undirected;1
587;195;Undirected;1
417;479;Undirected;1
417;365;Undirected;1
479;365;Undirected;1
139;48;Undirected;1
139;415;Undirected;1
139;479;Undirected;1
48;415;Undirected;1
48;479;Undirected;1
415;479;Undirected;1
705;518;Undirected;1
705;693;Undirected;1
705;415;Undirected;1
705;365;Undirected;1
518;693;Undirected;1
518;415;Undirected;1
518;365;Undirected;1
693;415;Undirected;1
693;365;Undirected;1
415;365;Undirected;1
212;621;Undirected;1
212;365;Undirected;1
621;365;Undirected;1
212;621;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
621;693;Undirected;1
621;365;Undirected;1
693;365;Undirected;1
212;693;Undirected;1
212;365;Undirected;1
693;365;Undirected;1
179;479;Undirected;1
387;76;Undirected;1
387;479;Undirected;1
415;365;Undirected;1
240;437;Undirected;1
240;415;Undirected;1
437;415;Undirected;1
273;479;Undirected;1
273;365;Undirected;1
479;365;Undirected;1
48;693;Undirected;1
48;365;Undirected;1
693;365;Undirected;1
693;479;Undirected;1
101;693;Undirected;1
101;365;Undirected;1
693;365;Undirected;1
48;693;Undirected;1
539;88;Undirected;1
539;479;Undirected;1
88;479;Undirected;1
417;394;Undirected;1
417;479;Undirected;1
394;479;Undirected;1
417;394;Undirected;1
417;479;Undirected;1
394;479;Undirected;1
512;179;Undirected;1
512;593;Undirected;1
512;479;Undirected;1
179;593;Undirected;1
179;479;Undirected;1
593;479;Undirected;1
512;179;Undirected;1
512;593;Undirected;1
512;479;Undirected;1
179;593;Undirected;1
179;479;Undirected;1
593;479;Undirected;1
179;479;Undirected;1
388;452;Undirected;1
388;453;Undirected;1
388;297;Undirected;1
388;371;Undirected;1
388;291;Undirected;1
388;130;Undirected;1
388;665;Undirected;1
452;453;Undirected;1
452;297;Undirected;1
452;371;Undirected;1
452;291;Undirected;1
452;130;Undirected;1
452;665;Undirected;1
453;297;Undirected;1
453;371;Undirected;1
453;291;Undirected;1
453;130;Undirected;1
453;665;Undirected;1
297;371;Undirected;1
297;291;Undirected;1
297;130;Undirected;1
297;665;Undirected;1
371;291;Undirected;1
371;130;Undirected;1
371;665;Undirected;1
291;130;Undirected;1
291;665;Undirected;1
130;665;Undirected;1
270;130;Undirected;1
270;511;Undirected;1
130;511;Undirected;1
264;479;Undirected;1
264;545;Undirected;1
479;545;Undirected;1
264;479;Undirected;1
264;545;Undirected;1
479;545;Undirected;1
646;479;Undirected;1
273;266;Undirected;1
273;365;Undirected;1
266;365;Undirected;1
448;468;Undirected;1
448;273;Undirected;1
448;266;Undirected;1
448;365;Undirected;1
468;273;Undirected;1
468;266;Undirected;1
468;365;Undirected;1
273;266;Undirected;1
273;365;Undirected;1
266;365;Undirected;1
448;468;Undirected;1
448;273;Undirected;1
448;266;Undirected;1
468;273;Undirected;1
468;266;Undirected;1
273;266;Undirected;1
448;468;Undirected;1
448;273;Undirected;1
448;266;Undirected;1
448;365;Undirected;1
468;273;Undirected;1
468;266;Undirected;1
468;365;Undirected;1
273;266;Undirected;1
273;365;Undirected;1
266;365;Undirected;1
468;266;Undirected;1
468;365;Undirected;1
266;365;Undirected;1
468;266;Undirected;1
468;365;Undirected;1
266;365;Undirected;1
297;479;Undirected;1
297;365;Undirected;1
479;365;Undirected;1
342;280;Undirected;1
342;701;Undirected;1
342;566;Undirected;1
342;524;Undirected;1
342;429;Undirected;1
342;676;Undirected;1
342;116;Undirected;1
342;621;Undirected;1
280;701;Undirected;1
280;566;Undirected;1
280;524;Undirected;1
280;429;Undirected;1
280;676;Undirected;1
280;116;Undirected;1
280;621;Undirected;1
701;566;Undirected;1
701;524;Undirected;1
701;429;Undirected;1
701;676;Undirected;1
701;116;Undirected;1
701;621;Undirected;1
566;524;Undirected;1
566;429;Undirected;1
566;676;Undirected;1
566;116;Undirected;1
566;621;Undirected;1
524;429;Undirected;1
524;676;Undirected;1
524;116;Undirected;1
524;621;Undirected;1
429;676;Undirected;1
429;116;Undirected;1
429;621;Undirected;1
676;116;Undirected;1
676;621;Undirected;1
116;621;Undirected;1
604;365;Undirected;1
101;693;Undirected;1
101;179;Undirected;1
101;693;Undirected;1
101;415;Undirected;1
101;479;Undirected;1
101;365;Undirected;1
179;693;Undirected;1
179;415;Undirected;1
179;479;Undirected;1
179;365;Undirected;1
693;415;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
101;179;Undirected;1
101;693;Undirected;1
101;415;Undirected;1
101;479;Undirected;1
101;365;Undirected;1
179;693;Undirected;1
179;415;Undirected;1
179;479;Undirected;1
179;365;Undirected;1
693;415;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
182;479;Undirected;1
182;479;Undirected;1
593;479;Undirected;1
479;365;Undirected;1
518;479;Undirected;1
518;545;Undirected;1
479;545;Undirected;1
226;544;Undirected;1
226;76;Undirected;1
544;76;Undirected;1
76;365;Undirected;1
680;545;Undirected;1
179;545;Undirected;1
80;365;Undirected;1
300;80;Undirected;1
80;365;Undirected;1
273;479;Undirected;1
658;109;Undirected;1
658;365;Undirected;1
109;365;Undirected;1
479;365;Undirected;1
479;365;Undirected;1
658;109;Undirected;1
658;479;Undirected;1
658;365;Undirected;1
109;479;Undirected;1
109;365;Undirected;1
479;365;Undirected;1
65;479;Undirected;1
658;109;Undirected;1
658;479;Undirected;1
109;479;Undirected;1
658;109;Undirected;1
658;479;Undirected;1
109;479;Undirected;1
163;479;Undirected;1
693;479;Undirected;1
708;693;Undirected;1
693;365;Undirected;1
686;705;Undirected;1
330;97;Undirected;1
175;97;Undirected;1
686;705;Undirected;1
518;365;Undirected;1
705;365;Undirected;1
705;693;Undirected;1
705;365;Undirected;1
693;365;Undirected;1
686;705;Undirected;1
686;365;Undirected;1
705;365;Undirected;1
48;693;Undirected;1
48;365;Undirected;1
693;365;Undirected;1
686;705;Undirected;1
705;365;Undirected;1
518;479;Undirected;1
48;693;Undirected;1
48;479;Undirected;1
693;479;Undirected;1
48;693;Undirected;1
48;479;Undirected;1
693;479;Undirected;1
663;175;Undirected;1
663;130;Undirected;1
663;48;Undirected;1
663;511;Undirected;1
175;130;Undirected;1
175;48;Undirected;1
175;511;Undirected;1
130;48;Undirected;1
130;511;Undirected;1
48;511;Undirected;1
663;175;Undirected;1
663;130;Undirected;1
663;48;Undirected;1
663;511;Undirected;1
175;130;Undirected;1
175;48;Undirected;1
175;511;Undirected;1
130;48;Undirected;1
130;511;Undirected;1
48;511;Undirected;1
705;71;Undirected;1
402;481;Undirected;1
402;516;Undirected;1
481;516;Undirected;1
402;481;Undirected;1
402;516;Undirected;1
402;365;Undirected;1
481;516;Undirected;1
481;365;Undirected;1
516;365;Undirected;1
481;516;Undirected;1
481;365;Undirected;1
516;365;Undirected;1
481;516;Undirected;1
481;365;Undirected;1
516;365;Undirected;1
693;365;Undirected;1
71;511;Undirected;1
71;479;Undirected;1
71;479;Undirected;1
71;479;Undirected;1
71;479;Undirected;1
512;593;Undirected;1
145;541;Undirected;1
145;479;Undirected;1
541;479;Undirected;1
145;365;Undirected;1
163;59;Undirected;1
163;288;Undirected;1
163;132;Undirected;1
163;76;Undirected;1
163;365;Undirected;1
59;288;Undirected;1
59;132;Undirected;1
59;76;Undirected;1
59;365;Undirected;1
288;132;Undirected;1
288;76;Undirected;1
288;365;Undirected;1
132;76;Undirected;1
132;365;Undirected;1
76;365;Undirected;1
163;59;Undirected;1
163;288;Undirected;1
163;132;Undirected;1
163;76;Undirected;1
163;479;Undirected;1
163;365;Undirected;1
59;288;Undirected;1
59;132;Undirected;1
59;76;Undirected;1
59;479;Undirected;1
59;365;Undirected;1
288;132;Undirected;1
288;76;Undirected;1
288;479;Undirected;1
288;365;Undirected;1
132;76;Undirected;1
132;479;Undirected;1
132;365;Undirected;1
76;479;Undirected;1
76;365;Undirected;1
479;365;Undirected;1
59;288;Undirected;1
59;76;Undirected;1
59;479;Undirected;1
59;365;Undirected;1
288;76;Undirected;1
288;479;Undirected;1
288;365;Undirected;1
76;479;Undirected;1
76;365;Undirected;1
479;365;Undirected;1
59;288;Undirected;1
59;76;Undirected;1
59;365;Undirected;1
288;76;Undirected;1
288;365;Undirected;1
76;365;Undirected;1
145;541;Undirected;1
145;479;Undirected;1
541;479;Undirected;1
145;479;Undirected;1
537;479;Undirected;1
568;537;Undirected;1
537;479;Undirected;1
48;479;Undirected;1
48;365;Undirected;1
479;365;Undirected;1
409;417;Undirected;1
409;479;Undirected;1
417;479;Undirected;1
409;417;Undirected;1
409;479;Undirected;1
417;479;Undirected;1
399;479;Undirected;1
321;365;Undirected;1
62;321;Undirected;1
62;693;Undirected;1
321;693;Undirected;1
409;417;Undirected;1
518;693;Undirected;1
518;479;Undirected;1
693;479;Undirected;1
518;693;Undirected;1
518;479;Undirected;1
518;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
621;693;Undirected;1
417;415;Undirected;1
409;417;Undirected;1
417;415;Undirected;1
248;479;Undirected;1
71;248;Undirected;1
15;693;Undirected;1
248;479;Undirected;1
409;479;Undirected;1
539;479;Undirected;1
175;415;Undirected;1
664;280;Undirected;1
664;671;Undirected;1
664;79;Undirected;1
280;671;Undirected;1
280;79;Undirected;1
671;79;Undirected;1
664;365;Undirected;1
150;365;Undirected;1
270;150;Undirected;1
270;479;Undirected;1
150;479;Undirected;1
270;150;Undirected;1
270;479;Undirected;1
150;479;Undirected;1
664;479;Undirected;1
664;545;Undirected;1
